"Quel est votre département ?","Quel est votre âge ?","Êtes-vous agent public ?","Quel est votre genre ?","Quel est votre genre non-binaire ?","Quel est votre statut d’emploi ?","Un coût","De moins en moins accessible","Une nécessité pour affronter la crise climatique","Moins efficace que le privé","Le passé","Ce que nous avons en commun","Des professionnel·le·s de qualité",Pénible,"Ce qui nous permet de tenir pendant la pandémie de COVID-19","Des professionnel·le·s en crise","Le meilleur moyen de réduire les inégalités","Avec quels services publics êtes-vous régulièrement en contact (cochez en autant que vous le voulez) :","Avec quels autres services publics êtes-vous régulièrement en contact ?","Ces dernières années, trouvez-vous que les services publics dont vous avez l’usage :","Quelles sont pour vous les trois priorités pour les services publics ?","Quelle serait pour vous une priorité des services publics ?","Payer plus d'impôts pour améliorer les services publics que vous utilisez","Payer plus d’impôts pour développer de nouveaux services publics","Réduire les services publics pour payer moins d’impôts","Ne payer ni plus ni moins d’impôts et faire avec l’existant","Dans le débat public, la question de l’avenir des services publics vous paraît traitée à la hauteur des enjeux ?","Consentement à l'enregistrement des réponses au questionnaire","Souhaitez-vous :","Pouvez-vous nous raconter la dernière fois que vous avez éprouvé de la reconnaissance pour un service public et pourquoi ?","Pouvez-vous nous raconter votre expérience la plus difficile en lien avec un service public et pourquoi ?","Pouvez-vous nous raconter la dernière fois où vous avez eu l’impression de ne pas avoir pu répondre aux besoins d’une personne ou de la société ? Pourquoi ?","Pouvez-vous nous raconter la dernière fois où vous avez eu l’impression de changer la vie d’une personne ou d’améliorer la vie en commun ? Pourquoi ?","Nous autorisez-vous à publier votre témoignage (anonymisé) ?","Comment voulez-vous que ce témoignage soit signé ?","ID de l’entrée","Champ #65 supprimé","Champ #62 supprimé","Champ #33 supprimé"
44,"entre 50 et 59 ans",Oui,Homme,,"Profession intermédiaire (enseignant.e, technicien·ne, agent·e de maîtrise…)","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,"Se sont plutôt dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,678,,,
74,"entre 40 et 49 ans",Oui,Homme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","L’éducation nationale ou l’université
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
L’information publique (radio France, France télévision)
Autre (préciser)",Mairie,"N’ont pas sensiblement évolué","Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus adaptés aux défis écologiques
Qu’ils se développent dans des domaines nouveaux",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,677,,,
38,"entre 50 et 59 ans",Non,Homme,,"Profession intermédiaire (enseignant.e, technicien·ne, agent·e de maîtrise…)","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,"Se sont plutôt dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus simples
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,676,,,
91,"entre 60 et 69 ans",Non,Homme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les transports en commun
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,"Se sont plutôt dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus adaptés aux défis écologiques",,"Non, pas du tout d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,671,,,
11,"entre 60 et 69 ans",Non,Femme,,Retraité·e,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,"Se sont beaucoup dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, plutôt d’accord","Ne se prononce pas","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,669,,,
38,"entre 30 et 39 ans",Non,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
L’information publique (radio France, France télévision)",,"Se sont plutôt améliorés","Qu’ils soient plus dématérialisés
Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus simples",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,664,,,
44,"entre 60 et 69 ans",Oui,Homme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
L’information publique (radio France, France télévision)",,"Se sont beaucoup dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus simples",,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Prendre 5 minutes supplémentaires pour nous livrer un témoignage","Oubli de payer mes impôts en ligne. Sur taxe de 10%. A nouveau payé une 2eme fois en croyant m'être trompé. Messagerie sur impôts.gouv. Réponse rapide et remboursement rapide du surplus.","Vente de voiture de ma mère...propriétaire avec ma sœur et moi après le décès de mon père. Impossibilité de déclarer la cession au nouveau propriétaire...(auprès service carte grise officiel). Trouvé boîte privée de cartes grises...cela leur prend 5 minutes...contre les heures d'essai par internet...",,,"Je consens à ce que le collectif Nos services publics publie sur ce site mon témoignage.","Philippe citoyen",660,,,
16,"entre 20 et 29 ans",Oui,Femme,,"Profession intermédiaire (enseignant.e, technicien·ne, agent·e de maîtrise…)","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","L’éducation nationale ou l’université
Les services des titres (papiers, immatriculation, permis de conduire…)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)",,"Se sont plutôt dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus simples
Autre (préciser) :","Qu'ils s'adaptent plus rapidement aux évolutions technologiques et de la société","Oui, plutôt d’accord","Non, plutôt pas d’accord","Non, plutôt pas d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,657,,,
74,"entre 50 et 59 ans",Oui,Femme,,"Profession intermédiaire (enseignant.e, technicien·ne, agent·e de maîtrise…)","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les services sociaux (assistant.te.s sociaux, protection de l’enfance, etc.)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
L’information publique (radio France, France télévision)
La justice",,"Se sont beaucoup dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Autre (préciser) :","Qu'ils soient renforcés en main d'oeuvre","Oui, plutôt d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,654,,,
92,"entre 20 et 29 ans",Non,Femme,,"Sans activité professionnelle (chômeur·se, étudiant·e…)","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
Les transports en commun
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
L’information publique (radio France, France télévision)",,"N’ont pas sensiblement évolué","Qu’ils s’adaptent mieux aux particularités de ma situation
Qu’ils soient plus accessibles à toutes et tous
Qu’ils se développent dans des domaines nouveaux",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,650,,,
75,"entre 60 et 69 ans",Non,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Ne se prononce pas","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","L’hôpital ou le système de santé
Les transports en commun
Les services des titres (papiers, immatriculation, permis de conduire…)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)
La justice",,"Se sont beaucoup dégradés","Qu’ils soient plus attentifs à la situation de mes proches les plus vulnérables
Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,649,,,
